station,date,prcp,tobs,Month,Year
USC00513117,7/6/10,0.05,72,7,2010
USC00513117,7/7/10,0.11,73,7,2010
USC00513117,7/8/10,0.04,74,7,2010
USC00513117,7/9/10,0.04,74,7,2010
USC00513117,7/10/10,0.09,73,7,2010
USC00513117,7/11/10,0.02,81,7,2010
USC00513117,7/12/10,0,72,7,2010
USC00513117,7/13/10,0.01,72,7,2010
USC00513117,7/14/10,0.45,70,7,2010
USC00513117,7/15/10,0.04,72,7,2010
USC00513117,7/16/10,0.02,76,7,2010
USC00513117,7/17/10,0.04,75,7,2010
USC00513117,7/18/10,0.05,75,7,2010
USC00513117,7/19/10,0.12,74,7,2010
USC00513117,7/20/10,0.21,75,7,2010
USC00513117,7/21/10,0,74,7,2010
USC00513117,7/22/10,0.15,76,7,2010
USC00513117,7/23/10,0.09,73,7,2010
USC00513117,7/24/10,0,77,7,2010
USC00513117,7/25/10,0,77,7,2010
USC00513117,7/26/10,0,76,7,2010
USC00513117,7/27/10,0.03,72,7,2010
USC00513117,7/28/10,0.46,75,7,2010
USC00513117,7/29/10,0.02,75,7,2010
USC00513117,7/30/10,0.01,76,7,2010
USC00513117,7/31/10,0.02,77,7,2010
USC00513117,8/1/10,0.16,72,8,2010
USC00513117,8/2/10,0.15,74,8,2010
USC00513117,8/3/10,0.04,74,8,2010
USC00513117,8/4/10,0.12,74,8,2010
USC00513117,8/5/10,0.13,72,8,2010
USC00513117,8/6/10,0,75,8,2010
USC00513117,8/7/10,0.05,74,8,2010
USC00513117,8/8/10,0.1,73,8,2010
USC00513117,8/9/10,0.04,76,8,2010
USC00513117,8/10/10,0,76,8,2010
USC00513117,8/11/10,0,72,8,2010
USC00513117,8/12/10,0.02,76,8,2010
USC00513117,8/13/10,0.19,76,8,2010
USC00513117,8/14/10,0,75,8,2010
USC00513117,8/15/10,0,75,8,2010
USC00513117,8/16/10,0.12,70,8,2010
USC00513117,8/17/10,0.24,72,8,2010
USC00513117,8/18/10,0.08,73,8,2010
USC00513117,8/19/10,0.06,76,8,2010
USC00513117,8/20/10,0.01,76,8,2010
USC00513117,8/21/10,0,76,8,2010
USC00513117,8/22/10,0.02,75,8,2010
USC00513117,8/23/10,0,76,8,2010
USC00513117,8/24/10,0.08,74,8,2010
USC00513117,8/25/10,0.25,73,8,2010
USC00513117,8/26/10,0.05,74,8,2010
USC00513117,8/27/10,0.21,75,8,2010
USC00513117,8/28/10,0,76,8,2010
USC00513117,8/29/10,0.1,76,8,2010
USC00513117,8/30/10,0.02,76,8,2010
USC00513117,8/31/10,0,76,8,2010
USC00513117,9/1/10,0,75,9,2010
USC00513117,9/2/10,0.03,73,9,2010
USC00513117,9/3/10,0.29,72,9,2010
USC00513117,9/4/10,0.04,73,9,2010
USC00513117,9/5/10,0.08,74,9,2010
USC00513117,9/6/10,0.01,75,9,2010
USC00513117,9/7/10,0.03,75,9,2010
USC00513117,9/8/10,0.01,75,9,2010
USC00513117,9/9/10,0.01,75,9,2010
USC00513117,9/10/10,0.03,76,9,2010
USC00513117,9/11/10,0.02,77,9,2010
USC00513117,9/12/10,0,76,9,2010
USC00513117,9/13/10,0,75,9,2010
USC00513117,9/14/10,0.01,76,9,2010
USC00513117,9/15/10,0,76,9,2010
USC00513117,9/16/10,0.01,77,9,2010
USC00513117,9/17/10,0,76,9,2010
USC00513117,9/18/10,0.03,76,9,2010
USC00513117,9/19/10,0.08,78,9,2010
USC00513117,9/20/10,0.03,77,9,2010
USC00513117,9/21/10,0.02,75,9,2010
USC00513117,9/22/10,0.5,74,9,2010
USC00513117,9/23/10,0.33,75,9,2010
USC00513117,9/24/10,0,75,9,2010
USC00513117,9/25/10,0,76,9,2010
USC00513117,9/27/10,0,72,9,2010
USC00513117,9/28/10,0,73,9,2010
USC00513117,9/29/10,0,73,9,2010
USC00513117,9/30/10,0.02,73,9,2010
USC00513117,10/1/10,0.43,72,10,2010
USC00513117,10/2/10,0.16,76,10,2010
USC00513117,10/3/10,0.07,82,10,2010
USC00513117,10/4/10,0.06,76,10,2010
USC00513117,10/5/10,0.07,77,10,2010
USC00513117,10/6/10,0,76,10,2010
USC00513117,10/7/10,0,74,10,2010
USC00513117,10/8/10,0,72,10,2010
USC00513117,10/9/10,0,76,10,2010
USC00513117,10/10/10,0.03,75,10,2010
USC00513117,10/11/10,0.04,76,10,2010
USC00513117,10/12/10,0.06,71,10,2010
USC00513117,10/13/10,0.02,77,10,2010
USC00513117,10/14/10,0,76,10,2010
USC00513117,10/15/10,0,74,10,2010
USC00513117,10/16/10,0,76,10,2010
USC00513117,10/17/10,0.16,77,10,2010
USC00513117,10/18/10,0.02,71,10,2010
USC00513117,10/19/10,0,72,10,2010
USC00513117,10/20/10,0,71,10,2010
USC00513117,10/21/10,0.04,73,10,2010
USC00513117,10/22/10,0,76,10,2010
USC00513117,10/23/10,0,84,10,2010
USC00513117,10/24/10,0,76,10,2010
USC00513117,10/25/10,0,77,10,2010
USC00513117,10/26/10,0.16,76,10,2010
USC00513117,10/27/10,0.06,76,10,2010
USC00513117,10/28/10,0.09,76,10,2010
USC00513117,10/29/10,0.1,75,10,2010
USC00513117,10/30/10,0.11,74,10,2010
USC00513117,10/31/10,0,71,10,2010
USC00513117,11/1/10,0.42,73,11,2010
USC00513117,11/2/10,0.1,70,11,2010
USC00513117,11/3/10,0,71,11,2010
USC00513117,11/4/10,0.39,73,11,2010
USC00513117,11/5/10,0.07,75,11,2010
USC00513117,11/6/10,0.1,75,11,2010
USC00513117,11/7/10,0.21,75,11,2010
USC00513117,11/8/10,0,75,11,2010
USC00513117,11/9/10,0.01,75,11,2010
USC00513117,11/10/10,0,76,11,2010
USC00513117,11/11/10,0,75,11,2010
USC00513117,11/12/10,0,75,11,2010
USC00513117,11/13/10,0.03,75,11,2010
USC00513117,11/14/10,0.02,74,11,2010
USC00513117,11/15/10,0.35,75,11,2010
USC00513117,11/16/10,0.01,74,11,2010
USC00513117,11/17/10,0,70,11,2010
USC00513117,11/18/10,0,71,11,2010
USC00513117,11/19/10,0.19,71,11,2010
USC00513117,11/20/10,0.02,71,11,2010
USC00513117,11/21/10,0,71,11,2010
USC00513117,11/22/10,0.02,68,11,2010
USC00513117,11/23/10,0,69,11,2010
USC00513117,11/24/10,0,75,11,2010
USC00513117,11/25/10,0.16,75,11,2010
USC00513117,11/26/10,0,74,11,2010
USC00513117,11/27/10,0.03,74,11,2010
USC00513117,11/28/10,0.49,71,11,2010
USC00513117,11/29/10,0.04,70,11,2010
USC00513117,11/30/10,0.15,73,11,2010
USC00513117,12/1/10,0.76,73,12,2010
USC00513117,12/2/10,0.13,72,12,2010
USC00513117,12/3/10,0.16,73,12,2010
USC00513117,12/4/10,0,74,12,2010
USC00513117,12/5/10,0,73,12,2010
USC00513117,12/6/10,0,66,12,2010
USC00513117,12/7/10,0,64,12,2010
USC00513117,12/8/10,0,66,12,2010
USC00513117,12/9/10,0,75,12,2010
USC00513117,12/10/10,1.95,65,12,2010
USC00513117,12/11/10,0.62,69,12,2010
USC00513117,12/12/10,0.15,71,12,2010
USC00513117,12/13/10,0.47,69,12,2010
USC00513117,12/14/10,0,78,12,2010
USC00513117,12/15/10,0,74,12,2010
USC00513117,12/16/10,0,68,12,2010
USC00513117,12/17/10,0,68,12,2010
USC00513117,12/18/10,0,70,12,2010
USC00513117,12/19/10,3.18,70,12,2010
USC00513117,12/20/10,4.94,71,12,2010
USC00513117,12/21/10,0.43,71,12,2010
USC00513117,12/22/10,0.01,71,12,2010
USC00513117,12/23/10,0.02,71,12,2010
USC00513117,12/24/10,0,69,12,2010
USC00513117,12/25/10,2.95,69,12,2010
USC00513117,12/26/10,0.99,72,12,2010
USC00513117,12/27/10,0.46,76,12,2010
USC00513117,12/28/10,0.63,72,12,2010
USC00513117,12/29/10,0.02,73,12,2010
USC00513117,12/30/10,0.11,73,12,2010
USC00513117,12/31/10,0.05,74,12,2010
USC00513117,1/1/11,0.42,69,1,2011
USC00513117,1/2/11,0.11,74,1,2011
USC00513117,1/3/11,0.01,74,1,2011
USC00513117,1/4/11,0,73,1,2011
USC00513117,1/5/11,0.04,67,1,2011
USC00513117,1/6/11,0.21,67,1,2011
USC00513117,1/7/11,0.02,65,1,2011
USC00513117,1/8/11,0.01,64,1,2011
USC00513117,1/9/11,0,63,1,2011
USC00513117,1/10/11,0,72,1,2011
USC00513117,1/11/11,0.11,61,1,2011
USC00513117,1/12/11,0.46,71,1,2011
USC00513117,1/13/11,5.21,70,1,2011
USC00513117,1/14/11,0.22,76,1,2011
USC00513117,1/15/11,0,68,1,2011
USC00513117,1/16/11,0,69,1,2011
USC00513117,1/17/11,0.03,69,1,2011
USC00513117,1/18/11,0,66,1,2011
USC00513117,1/19/11,0.05,64,1,2011
USC00513117,1/20/11,0.01,72,1,2011
USC00513117,1/21/11,0.01,73,1,2011
USC00513117,1/22/11,0,73,1,2011
USC00513117,1/23/11,0,72,1,2011
USC00513117,1/24/11,0.01,72,1,2011
USC00513117,1/25/11,0,65,1,2011
USC00513117,1/26/11,0,67,1,2011
USC00513117,1/27/11,0,72,1,2011
USC00513117,1/28/11,0,72,1,2011
USC00513117,1/29/11,0.01,69,1,2011
USC00513117,1/30/11,0.02,72,1,2011
USC00513117,1/31/11,0.02,70,1,2011
USC00513117,2/1/11,0,67,2,2011
USC00513117,2/2/11,0,72,2,2011
USC00513117,2/3/11,0,68,2,2011
USC00513117,2/4/11,0,65,2,2011
USC00513117,2/5/11,0,71,2,2011
USC00513117,2/6/11,0.02,76,2,2011
USC00513117,2/7/11,1.06,68,2,2011
USC00513117,2/8/11,0.52,70,2,2011
USC00513117,2/9/11,0.02,71,2,2011
USC00513117,2/10/11,0.03,71,2,2011
USC00513117,2/11/11,0.33,71,2,2011
USC00513117,2/12/11,1.54,68,2,2011
USC00513117,2/13/11,0.19,67,2,2011
USC00513117,2/14/11,0,70,2,2011
USC00513117,2/15/11,0,70,2,2011
USC00513117,2/16/11,0.2,74,2,2011
USC00513117,2/17/11,0.05,74,2,2011
USC00513117,2/18/11,0.1,74,2,2011
USC00513117,2/19/11,0,70,2,2011
USC00513117,2/20/11,4.88,71,2,2011
USC00513117,2/21/11,0,69,2,2011
USC00513117,2/22/11,0.02,72,2,2011
USC00513117,2/23/11,0,73,2,2011
USC00513117,2/24/11,3.3,67,2,2011
USC00513117,2/25/11,0,66,2,2011
USC00513117,2/26/11,0,69,2,2011
USC00513117,2/27/11,0.02,69,2,2011
USC00513117,2/28/11,0,70,2,2011
USC00513117,3/1/11,0.14,66,3,2011
USC00513117,3/2/11,0,72,3,2011
USC00513117,3/3/11,0.12,70,3,2011
USC00513117,3/4/11,1.05,71,3,2011
USC00513117,3/5/11,0.13,69,3,2011
USC00513117,3/6/11,1.16,72,3,2011
USC00513117,3/7/11,0.01,73,3,2011
USC00513117,3/8/11,0.03,72,3,2011
USC00513117,3/9/11,0.09,69,3,2011
USC00513117,3/10/11,1.33,72,3,2011
USC00513117,3/11/11,0.07,72,3,2011
USC00513117,3/12/11,0.14,71,3,2011
USC00513117,3/13/11,0,72,3,2011
USC00513117,3/14/11,0,73,3,2011
USC00513117,3/15/11,0,73,3,2011
USC00513117,3/16/11,0.01,74,3,2011
USC00513117,3/17/11,0.01,71,3,2011
USC00513117,3/18/11,0.03,71,3,2011
USC00513117,3/19/11,0.04,73,3,2011
USC00513117,3/20/11,0.14,73,3,2011
USC00513117,3/21/11,0,72,3,2011
USC00513117,3/22/11,0.18,70,3,2011
USC00513117,3/23/11,0.04,72,3,2011
USC00513117,3/24/11,0.12,72,3,2011
USC00513117,3/25/11,0.07,72,3,2011
USC00513117,3/26/11,0.02,72,3,2011
USC00513117,3/27/11,0.04,72,3,2011
USC00513117,3/28/11,0.08,72,3,2011
USC00513117,3/29/11,0.05,72,3,2011
USC00513117,3/30/11,0.08,73,3,2011
USC00513117,3/31/11,0,72,3,2011
USC00513117,4/1/11,0.03,72,4,2011
USC00513117,4/2/11,0.01,72,4,2011
USC00513117,4/3/11,0.01,70,4,2011
USC00513117,4/4/11,0,73,4,2011
USC00513117,4/5/11,0,71,4,2011
USC00513117,4/6/11,0.09,70,4,2011
USC00513117,4/7/11,0.68,67,4,2011
USC00513117,4/8/11,0.39,68,4,2011
USC00513117,4/9/11,0.02,74,4,2011
USC00513117,4/10/11,0,74,4,2011
USC00513117,4/11/11,0,73,4,2011
USC00513117,4/12/11,0,73,4,2011
USC00513117,4/13/11,0.02,67,4,2011
USC00513117,4/14/11,0.02,73,4,2011
USC00513117,4/15/11,0.04,69,4,2011
USC00513117,4/16/11,0.05,70,4,2011
USC00513117,4/17/11,0,73,4,2011
USC00513117,4/18/11,0,72,4,2011
USC00513117,4/19/11,0,72,4,2011
USC00513117,4/20/11,0,70,4,2011
USC00513117,4/21/11,0,71,4,2011
USC00513117,4/22/11,0,73,4,2011
USC00513117,4/23/11,0,75,4,2011
USC00513117,4/24/11,0,73,4,2011
USC00513117,4/25/11,0,74,4,2011
USC00513117,4/26/11,0.12,73,4,2011
USC00513117,4/27/11,0.02,74,4,2011
USC00513117,4/28/11,0.01,74,4,2011
USC00513117,4/29/11,0.13,72,4,2011
USC00513117,4/30/11,0.02,71,4,2011
USC00513117,5/1/11,0,74,5,2011
USC00513117,5/2/11,0.22,74,5,2011
USC00513117,5/3/11,0.42,71,5,2011
USC00513117,5/4/11,0.25,73,5,2011
USC00513117,5/5/11,0.15,72,5,2011
USC00513117,5/6/11,0.23,72,5,2011
USC00513117,5/7/11,0.86,72,5,2011
USC00513117,5/8/11,1.76,68,5,2011
USC00513117,5/9/11,0.73,74,5,2011
USC00513117,5/10/11,0.24,72,5,2011
USC00513117,5/11/11,0.92,71,5,2011
USC00513117,5/12/11,0.02,74,5,2011
USC00513117,5/13/11,0.01,74,5,2011
USC00513117,5/14/11,0,76,5,2011
USC00513117,5/15/11,0,73,5,2011
USC00513117,5/16/11,0.01,74,5,2011
USC00513117,5/17/11,0,73,5,2011
USC00513117,5/18/11,0.3,70,5,2011
USC00513117,5/19/11,0.01,71,5,2011
USC00513117,5/20/11,0.03,74,5,2011
USC00513117,5/21/11,0,75,5,2011
USC00513117,5/22/11,0.08,74,5,2011
USC00513117,5/23/11,0.06,74,5,2011
USC00513117,5/24/11,0,74,5,2011
USC00513117,5/25/11,0.02,74,5,2011
USC00513117,5/26/11,0,74,5,2011
USC00513117,5/27/11,0.03,74,5,2011
USC00513117,5/28/11,0.02,76,5,2011
USC00513117,5/29/11,0.1,76,5,2011
USC00513117,5/30/11,0,75,5,2011
USC00513117,5/31/11,0,74,5,2011
USC00513117,6/1/11,0.03,74,6,2011
USC00513117,6/2/11,0.08,75,6,2011
USC00513117,6/3/11,0.63,71,6,2011
USC00513117,6/4/11,4.43,69,6,2011
USC00513117,6/5/11,4.02,69,6,2011
USC00513117,6/6/11,0.02,74,6,2011
USC00513117,6/7/11,0.06,71,6,2011
USC00513117,6/8/11,0.04,74,6,2011
USC00513117,6/9/11,0.01,74,6,2011
USC00513117,6/10/11,0.02,75,6,2011
USC00513117,6/11/11,0.01,73,6,2011
USC00513117,6/12/11,0.12,73,6,2011
USC00513117,6/13/11,0.16,73,6,2011
USC00513117,6/14/11,0,75,6,2011
USC00513117,6/15/11,0,75,6,2011
USC00513117,6/16/11,0.06,74,6,2011
USC00513117,6/17/11,0,74,6,2011
USC00513117,6/18/11,0.02,75,6,2011
USC00513117,6/19/11,0.09,74,6,2011
USC00513117,6/20/11,0.03,73,6,2011
USC00513117,6/21/11,0.54,72,6,2011
USC00513117,6/22/11,0.22,74,6,2011
USC00513117,6/23/11,0.03,72,6,2011
USC00513117,6/24/11,0.21,75,6,2011
USC00513117,6/25/11,0,76,6,2011
USC00513117,6/26/11,0.04,74,6,2011
USC00513117,6/27/11,0.03,74,6,2011
USC00513117,6/28/11,0.1,74,6,2011
USC00513117,6/29/11,0,74,6,2011
USC00513117,6/30/11,0,74,6,2011
USC00513117,7/1/11,0.09,74,7,2011
USC00513117,7/2/11,0,75,7,2011
USC00513117,7/3/11,0.04,76,7,2011
USC00513117,7/4/11,0,74,7,2011
USC00513117,7/5/11,0.03,74,7,2011
USC00513117,7/6/11,0.02,76,7,2011
USC00513117,7/7/11,0.07,73,7,2011
USC00513117,7/8/11,0.1,75,7,2011
USC00513117,7/9/11,0.05,75,7,2011
USC00513117,7/10/11,0.02,76,7,2011
USC00513117,7/11/11,0.01,74,7,2011
USC00513117,7/12/11,0,74,7,2011
USC00513117,7/13/11,0,74,7,2011
USC00513117,7/14/11,0.06,73,7,2011
USC00513117,7/15/11,0,75,7,2011
USC00513117,7/16/11,0,75,7,2011
USC00513117,7/17/11,0.15,75,7,2011
USC00513117,7/18/11,0.04,74,7,2011
USC00513117,7/19/11,0,74,7,2011
USC00513117,7/20/11,0.1,71,7,2011
USC00513117,7/21/11,0.04,75,7,2011
USC00513117,7/22/11,0.08,74,7,2011
USC00513117,7/23/11,0,75,7,2011
USC00513117,7/24/11,0.1,70,7,2011
USC00513117,7/25/11,0.22,74,7,2011
USC00513117,7/26/11,0.01,74,7,2011
USC00513117,7/27/11,0.04,75,7,2011
USC00513117,7/28/11,0.03,75,7,2011
USC00513117,7/29/11,0.15,74,7,2011
USC00513117,7/30/11,0.61,75,7,2011
USC00513117,7/31/11,0,76,7,2011
USC00513117,8/1/11,0.01,74,8,2011
USC00513117,8/2/11,0,74,8,2011
USC00513117,8/3/11,0.02,75,8,2011
USC00513117,8/4/11,0.03,74,8,2011
USC00513117,8/5/11,0.04,75,8,2011
USC00513117,8/6/11,0.04,74,8,2011
USC00513117,8/7/11,0.01,76,8,2011
USC00513117,8/8/11,0,75,8,2011
USC00513117,8/9/11,0.16,76,8,2011
USC00513117,8/10/11,0,75,8,2011
USC00513117,8/11/11,0.06,75,8,2011
USC00513117,8/12/11,0,75,8,2011
USC00513117,8/13/11,0,76,8,2011
USC00513117,8/14/11,0.04,75,8,2011
USC00513117,8/15/11,0.03,75,8,2011
USC00513117,8/16/11,0.05,74,8,2011
USC00513117,8/17/11,0.12,75,8,2011
USC00513117,8/18/11,0.02,75,8,2011
USC00513117,8/19/11,0.04,75,8,2011
USC00513117,8/20/11,0,76,8,2011
USC00513117,8/21/11,0.03,75,8,2011
USC00513117,8/22/11,0.28,72,8,2011
USC00513117,8/23/11,0.21,74,8,2011
USC00513117,8/24/11,0.06,75,8,2011
USC00513117,8/25/11,0.03,74,8,2011
USC00513117,8/26/11,0.08,74,8,2011
USC00513117,8/27/11,0,78,8,2011
USC00513117,8/28/11,0.09,74,8,2011
USC00513117,8/29/11,0.24,76,8,2011
USC00513117,8/30/11,0.16,74,8,2011
USC00513117,8/31/11,0.02,76,8,2011
USC00513117,9/1/11,0.13,78,9,2011
USC00513117,9/17/11,0,78,9,2011
USC00513117,9/18/11,0.05,76,9,2011
USC00513117,9/19/11,0.04,76,9,2011
USC00513117,9/20/11,0.03,75,9,2011
USC00513117,9/21/11,0.07,76,9,2011
USC00513117,9/22/11,0.1,75,9,2011
USC00513117,9/23/11,0.08,72,9,2011
USC00513117,9/24/11,0,78,9,2011
USC00513117,9/26/11,0,71,9,2011
USC00513117,9/27/11,0,76,9,2011
USC00513117,9/28/11,0.03,74,9,2011
USC00513117,9/29/11,0.02,76,9,2011
USC00513117,9/30/11,0.11,75,9,2011
USC00513117,10/1/11,0,76,10,2011
USC00513117,10/2/11,0,77,10,2011
USC00513117,10/3/11,0,77,10,2011
USC00513117,10/4/11,0.01,77,10,2011
USC00513117,10/5/11,0.07,77,10,2011
USC00513117,10/6/11,0.05,76,10,2011
USC00513117,10/7/11,0.11,72,10,2011
USC00513117,10/8/11,0.03,76,10,2011
USC00513117,10/9/11,0.07,76,10,2011
USC00513117,10/10/11,0,76,10,2011
USC00513117,10/11/11,0.04,75,10,2011
USC00513117,10/12/11,0,73,10,2011
USC00513117,10/13/11,0.11,74,10,2011
USC00513117,10/14/11,0.06,75,10,2011
USC00513117,10/15/11,0.15,75,10,2011
USC00513117,10/16/11,0,74,10,2011
USC00513117,10/17/11,0.03,71,10,2011
USC00513117,10/18/11,0.32,70,10,2011
USC00513117,10/19/11,0.08,68,10,2011
USC00513117,10/20/11,0,74,10,2011
USC00513117,10/21/11,0,76,10,2011
USC00513117,10/22/11,0.3,73,10,2011
USC00513117,10/23/11,1.56,72,10,2011
USC00513117,10/24/11,4.47,70,10,2011
USC00513117,10/25/11,0.01,75,10,2011
USC00513117,10/26/11,0,76,10,2011
USC00513117,10/27/11,0.04,70,10,2011
USC00513117,10/28/11,0.04,74,10,2011
USC00513117,10/29/11,0.05,77,10,2011
USC00513117,10/30/11,0.03,72,10,2011
USC00513117,10/31/11,0.33,71,10,2011
USC00513117,11/1/11,0.8,72,11,2011
USC00513117,11/2/11,0.1,73,11,2011
USC00513117,11/3/11,0.19,76,11,2011
USC00513117,11/4/11,0.62,75,11,2011
USC00513117,11/5/11,0.06,75,11,2011
USC00513117,11/6/11,0.01,76,11,2011
USC00513117,11/7/11,0,75,11,2011
USC00513117,11/8/11,0.05,74,11,2011
USC00513117,11/9/11,0.03,74,11,2011
USC00513117,11/10/11,0.04,74,11,2011
USC00513117,11/11/11,0.16,75,11,2011
USC00513117,11/12/11,0.07,73,11,2011
USC00513117,11/13/11,0.01,69,11,2011
USC00513117,11/14/11,0,71,11,2011
USC00513117,11/15/11,0,70,11,2011
USC00513117,11/16/11,0,74,11,2011
USC00513117,11/17/11,0.01,75,11,2011
USC00513117,11/18/11,0.04,74,11,2011
USC00513117,11/19/11,0.03,74,11,2011
USC00513117,11/20/11,0.02,74,11,2011
USC00513117,11/21/11,0.38,74,11,2011
USC00513117,11/22/11,0.03,74,11,2011
USC00513117,11/23/11,0.08,74,11,2011
USC00513117,11/24/11,0,73,11,2011
USC00513117,11/25/11,0.05,71,11,2011
USC00513117,11/26/11,0,74,11,2011
USC00513117,11/27/11,0.07,72,11,2011
USC00513117,11/28/11,0,71,11,2011
USC00513117,11/29/11,0.03,72,11,2011
USC00513117,11/30/11,0.36,66,11,2011
USC00513117,12/1/11,0.11,69,12,2011
USC00513117,12/2/11,0.14,68,12,2011
USC00513117,12/3/11,0.03,74,12,2011
USC00513117,12/4/11,0.01,73,12,2011
USC00513117,12/5/11,0,73,12,2011
USC00513117,12/6/11,0,72,12,2011
USC00513117,12/7/11,0.04,71,12,2011
USC00513117,12/8/11,0.08,71,12,2011
USC00513117,12/9/11,0.07,68,12,2011
USC00513117,12/10/11,0.11,72,12,2011
USC00513117,12/11/11,0.76,71,12,2011
USC00513117,12/12/11,0.58,72,12,2011
USC00513117,12/13/11,1.55,71,12,2011
USC00513117,12/14/11,0.05,71,12,2011
USC00513117,12/15/11,0.02,72,12,2011
USC00513117,12/16/11,0,71,12,2011
USC00513117,12/17/11,0.02,71,12,2011
USC00513117,12/18/11,0.11,72,12,2011
USC00513117,12/19/11,0.05,72,12,2011
USC00513117,12/20/11,0.02,72,12,2011
USC00513117,12/21/11,0.24,69,12,2011
USC00513117,12/22/11,0.06,71,12,2011
USC00513117,12/23/11,0.02,71,12,2011
USC00513117,12/24/11,0.02,69,12,2011
USC00513117,12/25/11,0.05,74,12,2011
USC00513117,12/26/11,0,72,12,2011
USC00513117,12/27/11,0,71,12,2011
USC00513117,12/28/11,0.03,71,12,2011
USC00513117,12/29/11,0.01,72,12,2011
USC00513117,12/30/11,0.02,71,12,2011
USC00513117,12/31/11,0.04,67,12,2011
USC00513117,1/1/12,0.01,67,1,2012
USC00513117,1/2/12,0.04,65,1,2012
USC00513117,1/3/12,0,66,1,2012
USC00513117,1/4/12,0,71,1,2012
USC00513117,1/5/12,0.01,72,1,2012
USC00513117,1/6/12,0,72,1,2012
USC00513117,1/7/12,0,74,1,2012
USC00513117,1/8/12,0,65,1,2012
USC00513117,1/9/12,0.01,71,1,2012
USC00513117,1/10/12,0.01,71,1,2012
USC00513117,1/11/12,0.05,68,1,2012
USC00513117,1/12/12,0.04,66,1,2012
USC00513117,1/13/12,0,69,1,2012
USC00513117,1/14/12,0,64,1,2012
USC00513117,1/15/12,0,74,1,2012
USC00513117,1/16/12,0.2,76,1,2012
USC00513117,1/17/12,0.06,76,1,2012
USC00513117,1/19/12,0,70,1,2012
USC00513117,1/20/12,0,72,1,2012
USC00513117,1/21/12,0.01,72,1,2012
USC00513117,1/22/12,0,73,1,2012
USC00513117,1/23/12,0.03,65,1,2012
USC00513117,1/24/12,0,65,1,2012
USC00513117,1/25/12,0.02,73,1,2012
USC00513117,1/26/12,0,73,1,2012
USC00513117,1/27/12,0.1,69,1,2012
USC00513117,1/28/12,0,73,1,2012
USC00513117,1/29/12,0.01,73,1,2012
USC00513117,1/30/12,0.06,71,1,2012
USC00513117,1/31/12,0.01,71,1,2012
USC00513117,2/1/12,0,66,2,2012
USC00513117,2/2/12,0,70,2,2012
USC00513117,2/3/12,0,63,2,2012
USC00513117,2/4/12,0,66,2,2012
USC00513117,2/5/12,0,69,2,2012
USC00513117,2/6/12,0.04,66,2,2012
USC00513117,2/7/12,0.28,70,2,2012
USC00513117,2/8/12,0.5,63,2,2012
USC00513117,2/9/12,0,66,2,2012
USC00513117,2/10/12,0,69,2,2012
USC00513117,2/11/12,0.01,71,2,2012
USC00513117,2/12/12,0,71,2,2012
USC00513117,2/13/12,0.01,71,2,2012
USC00513117,2/14/12,0,66,2,2012
USC00513117,2/15/12,0,67,2,2012
USC00513117,2/16/12,0,71,2,2012
USC00513117,2/17/12,0.12,71,2,2012
USC00513117,2/18/12,0.01,70,2,2012
USC00513117,2/19/12,0.07,69,2,2012
USC00513117,2/20/12,0.01,71,2,2012
USC00513117,2/21/12,0,71,2,2012
USC00513117,2/22/12,0.05,71,2,2012
USC00513117,2/23/12,0.04,71,2,2012
USC00513117,2/24/12,0,69,2,2012
USC00513117,2/25/12,0.01,68,2,2012
USC00513117,2/26/12,0.23,72,2,2012
USC00513117,2/27/12,0,71,2,2012
USC00513117,2/28/12,0,71,2,2012
USC00513117,2/29/12,0,72,2,2012
USC00513117,3/1/12,0,72,3,2012
USC00513117,3/2/12,0,67,3,2012
USC00513117,3/3/12,0.05,70,3,2012
USC00513117,3/4/12,0.03,70,3,2012
USC00513117,3/5/12,5.71,65,3,2012
USC00513117,3/6/12,2.33,67,3,2012
USC00513117,3/7/12,2.41,66,3,2012
USC00513117,3/8/12,0.59,67,3,2012
USC00513117,3/9/12,4.6,61,3,2012
USC00513117,3/10/12,0.4,72,3,2012
USC00513117,3/11/12,0.07,74,3,2012
USC00513117,3/12/12,0.1,70,3,2012
USC00513117,3/13/12,0,69,3,2012
USC00513117,3/14/12,0,70,3,2012
USC00513117,3/15/12,0.03,69,3,2012
USC00513117,3/16/12,0.01,70,3,2012
USC00513117,3/17/12,0,75,3,2012
USC00513117,3/18/12,0.05,68,3,2012
USC00513117,3/19/12,0.07,71,3,2012
USC00513117,3/20/12,0,65,3,2012
USC00513117,3/21/12,0.23,70,3,2012
USC00513117,3/22/12,0.13,70,3,2012
USC00513117,3/23/12,0,70,3,2012
USC00513117,3/24/12,0.06,71,3,2012
USC00513117,3/25/12,0.03,70,3,2012
USC00513117,3/26/12,0.03,70,3,2012
USC00513117,3/27/12,0.12,67,3,2012
USC00513117,3/28/12,0.01,69,3,2012
USC00513117,3/29/12,0,68,3,2012
USC00513117,3/30/12,0,71,3,2012
USC00513117,3/31/12,0,71,3,2012
USC00513117,4/1/12,0,75,4,2012
USC00513117,4/2/12,0,69,4,2012
USC00513117,4/3/12,0,71,4,2012
USC00513117,4/4/12,0.03,71,4,2012
USC00513117,4/5/12,0.02,72,4,2012
USC00513117,4/6/12,0,71,4,2012
USC00513117,4/7/12,0.15,72,4,2012
USC00513117,4/8/12,0,70,4,2012
